Title,Art Latitude,Art Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Super Category
Atala Kivliktwok Okitun Dukik (The Golden Money Moon),47.690783,-122.400833,Fiore,47.690414,-122.398022,Coffee Shop,Food
Aureole,47.7243,-122.348633,Starbucks,47.724335,-122.3455,Coffee Shop,Food
Ballard Gateway,47.664986,-122.376136,Java Jahn,47.66375545,-122.3750114,Coffee Shop,Food
Ballard Gateway,47.664986,-122.376136,Starbucks,47.66685827,-122.3765605,Coffee Shop,Food
Bear (Totem),47.600733,-122.33325,Elm Coffee Roasters,47.60015237,-122.3309438,Coffee Shop,Food
Bear (Totem),47.600733,-122.33325,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food
Beyond The Reef,47.607317,-122.342133,Storyville Coffee Company,47.60896841,-122.3406972,Coffee Shop,Food
Blue Glass Passage,47.602517,-122.328467,Diva Espresso,47.60284128,-122.3284698,Coffee Shop,Food
Breaching Orca,47.607317,-122.342133,Storyville Coffee Company,47.60896841,-122.3406972,Coffee Shop,Food
Bronze Plaques and Medallion,47.579817,-122.40975,Alki Cafe,47.5789806,-122.4104309,Coffee Shop,Food
Bronze Plaques and Medallion,47.579817,-122.40975,Starbucks,47.57883826,-122.411199,Coffee Shop,Food
Bronze Plaques and Medallion,47.579817,-122.40975,Ampersand Cafe,47.58044708,-122.406728,Coffee Shop,Food
Chief Seattle,47.618417,-122.347417,Street Bean Espresso,47.61739713,-122.3493382,Coffee Shop,Food
Chief Seattle Fountain,47.602017,-122.33395,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food
Children of the Sea,47.601633,-122.301383,Starbucks,47.59943513,-122.3020296,Coffee Shop,Food
Children's Art Tiles,47.6109,-122.3369,Victrola Coffee Roasters,47.61089469,-122.3389518,Coffee Shop,Food
Children's Art Tiles,47.6109,-122.3369,Monorail Espresso,47.61082784,-122.335048,Coffee Shop,Food
Codes & Protocol,47.604317,-122.3296,Monorail Espresso,47.60465108,-122.3310942,Coffee Shop,Food
Codes & Protocol,47.604317,-122.3296,Diva Espresso,47.60284128,-122.3284698,Coffee Shop,Food
Codes & Protocol,47.60432,-122.3296,Monorail Espresso,47.60465108,-122.3310942,Coffee Shop,Food
Codes & Protocol,47.60432,-122.3296,Diva Espresso,47.60284128,-122.3284698,Coffee Shop,Food
Codes & Protocol,47.604567,-122.3292,Monorail Espresso,47.60465108,-122.3310942,Coffee Shop,Food
Codes & Protocol,47.604567,-122.3292,Diva Espresso,47.60284128,-122.3284698,Coffee Shop,Food
Codes & Protocol,47.60475,-122.329917,Monorail Espresso,47.60465108,-122.3310942,Coffee Shop,Food
Codes & Protocol,47.60475,-122.329917,Diva Espresso,47.60284128,-122.3284698,Coffee Shop,Food
Common Ground,47.603983,-122.329167,Monorail Espresso,47.60465108,-122.3310942,Coffee Shop,Food
Common Ground,47.603983,-122.329167,Diva Espresso,47.60284128,-122.3284698,Coffee Shop,Food
Continuum,47.602517,-122.328467,Diva Espresso,47.60284128,-122.3284698,Coffee Shop,Food
Contour,47.623083,-122.322217,Espresso Vivace,47.623667,-122.320692,Coffee Shop,Food
Contour,47.623083,-122.322217,Espresso Vivace Sidewalk Bar,47.62163363,-122.3210566,Coffee Shop,Food
Contour,47.623083,-122.322217,Joe Bar,47.62510841,-122.3216208,Coffee Shop,Food
Dancer's Series: Steps,47.622967,-122.320833,Espresso Vivace,47.623667,-122.320692,Coffee Shop,Food
Dancer's Series: Steps,47.622967,-122.320833,Espresso Vivace Sidewalk Bar,47.62163363,-122.3210566,Coffee Shop,Food
Day/Night,47.601983,-122.33395,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food
Dr. Mark A. Matthews,47.618667,-122.341233,Fulcrum Coffee,47.6165917,-122.3421231,Coffee Shop,Food
Dr. Mark A. Matthews,47.618667,-122.341233,Elm Coffee Roasters,47.62056999,-122.3395586,Coffee Shop,Food
Dreamboats,47.640183,-122.325967,Voxx Coffee,47.63967456,-122.3259591,Coffee Shop,Food
Dreamboats,47.640183,-122.325967,Armistice Coffee Roasters,47.63833414,-122.3260042,Coffee Shop,Food
Dreamboats,47.640183,-122.325967,Starbucks,47.64105314,-122.3256484,Coffee Shop,Food
Evolving Wing and the Gravity of Presence,47.602517,-122.328467,Diva Espresso,47.60284128,-122.3284698,Coffee Shop,Food
Five Neons,47.661317,-122.338783,Chocolati Cafe,47.66146821,-122.3368123,Coffee Shop,Food
Fortson Square  ,47.601117,-122.3317,Elm Coffee Roasters,47.60015237,-122.3309438,Coffee Shop,Food
Fortson Square  ,47.601117,-122.3317,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food
Fountain Of Creation,47.6229,-122.35375,La Marzocco Cafe,47.62273161,-122.3553226,Coffee Shop,Food
Fountain Of Creation,47.6229,-122.35375,Sugar Bakery & Coffeehouse,47.62333131,-122.355014,Coffee Shop,Food
Fountain of Seseragi,47.62335,-122.35247,La Marzocco Cafe,47.62273161,-122.3553226,Coffee Shop,Food
Governor John Harte Mcgraw,47.613033,-122.337583,Anchorhead Coffee Co,47.61344996,-122.334702,Coffee Shop,Food
Gravity Law,47.521383,-122.2705,Starbucks,47.5207225,-122.2679991,Coffee Shop,Food
Hammering Man,47.607033,-122.33815,Starbucks Reserve Bar,47.6070268,-122.3381986,Coffee Shop,Food
Homage to Hokusai,47.6814,-122.32695,Revolutions Coffee,47.68055902,-122.3260757,Coffee Shop,Food
Homage to Hokusai,47.6814,-122.32695,Starbucks,47.680008,-122.32553,Coffee Shop,Food
Hydraulis,47.622133,-122.35335,La Marzocco Cafe,47.62273161,-122.3553226,Coffee Shop,Food
Hydraulis,47.622133,-122.35335,Sugar Bakery & Coffeehouse,47.62333131,-122.355014,Coffee Shop,Food
In the Event,47.6221,-122.35477,La Marzocco Cafe,47.62273161,-122.3553226,Coffee Shop,Food
In the Event,47.6221,-122.35477,Sugar Bakery & Coffeehouse,47.62333131,-122.355014,Coffee Shop,Food
Into the Green Wood,47.687517,-122.3553,Chocolati Greenwood,47.68973168,-122.3556025,Coffee Shop,Food
Into the Green Wood,47.687517,-122.3553,Diva Espresso,47.68691016,-122.3551421,Coffee Shop,Food
Into the Green Wood,47.687517,-122.3553,Makeda & Mingus Café,47.68542621,-122.3556868,Coffee Shop,Food
Ivar Feeding the Gulls,47.60385,-122.338767,Storyville Coffee Company,47.60475923,-122.3363621,Coffee Shop,Food
Justice is Served: Celebrating the People Who Work For a Change,47.603983,-122.329167,Monorail Espresso,47.60465108,-122.3310942,Coffee Shop,Food
Justice is Served: Celebrating the People Who Work For a Change,47.603983,-122.329167,Diva Espresso,47.60284128,-122.3284698,Coffee Shop,Food
Killer Whale (Totem),47.600533,-122.333117,Elm Coffee Roasters,47.60015237,-122.3309438,Coffee Shop,Food
Killer Whale (Totem),47.600533,-122.333117,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food
Kobe Bell,47.62345,-122.352117,Sugar Bakery & Coffeehouse,47.62333131,-122.355014,Coffee Shop,Food
Listening,47.60445,-122.330217,Monorail Espresso,47.60465108,-122.3310942,Coffee Shop,Food
Listening,47.60445,-122.330217,Diva Espresso,47.60284128,-122.3284698,Coffee Shop,Food
Little Liberty,47.579383,-122.410633,Alki Cafe,47.5789806,-122.4104309,Coffee Shop,Food
Little Liberty,47.579383,-122.410633,Starbucks,47.57883826,-122.411199,Coffee Shop,Food
Longfellow Creek Legacy Trail Way Finding Signs,47.519767,-122.368483,Barnes and Noble Cafe,47.5219477,-122.3681522,Coffee Shop,Food
Marine-Life Paintings,47.607317,-122.342133,Storyville Coffee Company,47.60896841,-122.3406972,Coffee Shop,Food
Memories,47.521483,-122.270533,Starbucks,47.5207225,-122.2679991,Coffee Shop,Food
Mother Reading with Child,47.522567,-122.376467,Bird on a Wire Espresso,47.52287764,-122.3770214,Coffee Shop,Food
My Testimony in Stone,47.6015,-122.304417,Broadcast Coffee,47.60172967,-122.3065044,Coffee Shop,Food
Neon For The Bagley Wright Theatre,47.623883,-122.353183,La Marzocco Cafe,47.62273161,-122.3553226,Coffee Shop,Food
Neototems,47.62235,-122.35255,La Marzocco Cafe,47.62273161,-122.3553226,Coffee Shop,Food
Neototems,47.62235,-122.35255,Sugar Bakery & Coffeehouse,47.62333131,-122.355014,Coffee Shop,Food
Ornamental Iron in Leather/Contradictory Vibrations?,47.603983,-122.329167,Monorail Espresso,47.60465108,-122.3310942,Coffee Shop,Food
Ornamental Iron in Leather/Contradictory Vibrations?,47.603983,-122.329167,Diva Espresso,47.60284128,-122.3284698,Coffee Shop,Food
People Waiting for the Interurban,47.64945,-122.349483,Milstead & Co.,47.649376,-122.347683,Coffee Shop,Food
Pergola,47.601883,-122.3341,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food
Pergola At Waiting For The Interurban,47.64945,-122.34955,Milstead & Co.,47.649376,-122.347683,Coffee Shop,Food
Periscope Tree,47.569783,-122.2863,Starbucks,47.569279,-122.287947,Coffee Shop,Food
Play Ray Plaza,47.622433,-122.355183,La Marzocco Cafe,47.62273161,-122.3553226,Coffee Shop,Food
Play Ray Plaza,47.622433,-122.355183,Sugar Bakery & Coffeehouse,47.62333131,-122.355014,Coffee Shop,Food
Playform,47.632183,-122.313233,Volunteer Park Cafe,47.63242664,-122.3100425,Coffee Shop,Food
Playground,47.67675,-122.30495,Muddy Waters Espresso,47.67590725,-122.3028744,Coffee Shop,Food
Playground Artwork,47.6767,-122.30495,Muddy Waters Espresso,47.67590725,-122.3028744,Coffee Shop,Food
Points of View,47.603983,-122.329167,Monorail Espresso,47.60465108,-122.3310942,Coffee Shop,Food
Points of View,47.603983,-122.329167,Diva Espresso,47.60284128,-122.3284698,Coffee Shop,Food
Points of View,47.603983,-122.329167,Monorail Espresso,47.60465108,-122.3310942,Coffee Shop,Food
Points of View,47.603983,-122.329167,Diva Espresso,47.60284128,-122.3284698,Coffee Shop,Food
Pool,47.623067,-122.352867,La Marzocco Cafe,47.62273161,-122.3553226,Coffee Shop,Food
Portal,47.680317,-122.328433,Retreat,47.67877596,-122.326808,Coffee Shop,Food
Portal,47.680317,-122.328433,Peet's Coffee & Tea,47.67828,-122.327258,Coffee Shop,Food
Prefontaine Fountain,47.601783,-122.3308,Elm Coffee Roasters,47.60015237,-122.3309438,Coffee Shop,Food
Prefontaine Fountain,47.601783,-122.3308,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food
Pursuit of Knowledge,47.521533,-122.270217,Starbucks,47.5207225,-122.2679991,Coffee Shop,Food
Quintet in D,47.633717,-122.362783,Caffe Fiore,47.6323618,-122.3608807,Coffee Shop,Food
Reality Relics,47.650133,-122.348433,Milstead & Co.,47.649376,-122.347683,Coffee Shop,Food
Return,47.602517,-122.328467,Diva Espresso,47.60284128,-122.3284698,Coffee Shop,Food
"Sea Otter, Salmon, And Raven",47.607317,-122.342133,Storyville Coffee Company,47.60896841,-122.3406972,Coffee Shop,Food
Seattle Garden,47.607433,-122.339867,Storyville Coffee Company,47.60896841,-122.3406972,Coffee Shop,Food
Seattle Scatter Piece,47.73215,-122.348567,Black Rock Coffee Bar,47.73276714,-122.3455569,Coffee Shop,Food
Seattle Totem Pole,47.6021,-122.334067,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food
Second Avenue Additions,47.61805,-122.35205,Street Bean Espresso,47.61739713,-122.3493382,Coffee Shop,Food
Second Avenue Additions,47.61805,-122.35205,World Class Coffee,47.6174197,-122.3511227,Coffee Shop,Food
Second Avenue Additions,47.61805,-122.35205,Cherry Street Coffee House,47.61626578,-122.3515698,Coffee Shop,Food
Seven Figures,47.680417,-122.3281,Retreat,47.67877596,-122.326808,Coffee Shop,Food
Seven Figures,47.680417,-122.3281,Peet's Coffee & Tea,47.67828,-122.327258,Coffee Shop,Food
Signs of Life,47.6851,-122.337583,Chocolati Cafe,47.68543624,-122.3361023,Coffee Shop,Food
Sky Legends,47.5481,-122.376017,Nos Nos,47.546663,-122.376093,Coffee Shop,Food
Skylight Aperture Sundial,47.64045,-122.3024,Fuel Coffee  - Montlake,47.63968846,-122.3020086,Coffee Shop,Food
Skytones,47.60885,-122.336367,Monorail Espresso,47.61082784,-122.335048,Coffee Shop,Food
Spirit of Washington,47.560033,-122.2873,Starbucks,47.558765,-122.28526,Coffee Shop,Food
Sun and Raven (Totem),47.600517,-122.333133,Elm Coffee Roasters,47.60015237,-122.3309438,Coffee Shop,Food
Sun and Raven (Totem),47.600517,-122.333133,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food
Swimming Fish,47.724233,-122.348633,Starbucks,47.724335,-122.3455,Coffee Shop,Food
The Itinerant,47.622033,-122.320683,Espresso Vivace,47.623667,-122.320692,Coffee Shop,Food
The Itinerant,47.622033,-122.320683,Espresso Vivace Sidewalk Bar,47.62163363,-122.3210566,Coffee Shop,Food
The Peaceable Kingdom,47.612783,-122.290217,Hi Spot Cafe,47.61333475,-122.2892133,Coffee Shop,Food
Three Piece Sculpture #3: Vertebrae,47.605617,-122.3339,Storyville Coffee Company,47.60475923,-122.3363621,Coffee Shop,Food
Transition,47.60475,-122.330333,Monorail Espresso,47.60465108,-122.3310942,Coffee Shop,Food
Tree Bench,47.601517,-122.3071,Broadcast Coffee,47.60172967,-122.3065044,Coffee Shop,Food
Tsonqua (Totem),47.600617,-122.333383,Elm Coffee Roasters,47.60015237,-122.3309438,Coffee Shop,Food
Tsonqua (Totem),47.600617,-122.333383,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food
Untitled,47.623567,-122.35205,Sugar Bakery & Coffeehouse,47.62333131,-122.355014,Coffee Shop,Food
Untitled,47.621783,-122.332383,Cascade Coffee Works,47.62079688,-122.3347128,Coffee Shop,Food
Untitled,47.621783,-122.332383,Cherry Street Coffee,47.62329131,-122.3342337,Coffee Shop,Food
Untitled,47.621783,-122.332383,Espresso Vivace,47.6202324,-122.3305084,Coffee Shop,Food
Untitled,47.666267,-122.349267,The Wild Cup,47.666565,-122.350411,Coffee Shop,Food
Untitled ,47.618733,-122.347917,Street Bean Espresso,47.61739713,-122.3493382,Coffee Shop,Food
Untitled (Kiosk),47.615617,-122.344583,Fulcrum Coffee,47.6165917,-122.3421231,Coffee Shop,Food
Untitled Star Map Floor Inlay,47.724083,-122.348533,Starbucks,47.724335,-122.3455,Coffee Shop,Food
Water Borne,47.724167,-122.348633,Starbucks,47.724335,-122.3455,Coffee Shop,Food
Water Weaving Light Cycle,47.650067,-122.348833,Milstead & Co.,47.649376,-122.347683,Coffee Shop,Food
Water Works,47.60232,-122.33243,Cherry Street Public House,47.60045046,-122.3329077,Coffee Shop,Food
Waterfront Fountain,47.617983,-122.319467,Cafe Argento,47.61638697,-122.3172099,Coffee Shop,Food
Westlake Star Axis/Seven Hills,47.611167,-122.3373,Victrola Coffee Roasters,47.61089469,-122.3389518,Coffee Shop,Food
Westlake Star Axis/Seven Hills,47.611167,-122.3373,Monorail Espresso,47.61082784,-122.335048,Coffee Shop,Food
Whale's Tail,47.579383,-122.40715,Ampersand Cafe,47.58044708,-122.406728,Coffee Shop,Food
Whale's Tail,47.579383,-122.40715,Alki Cafe,47.5789806,-122.4104309,Coffee Shop,Food
Whirr,47.724417,-122.348483,Starbucks,47.724335,-122.3455,Coffee Shop,Food
Wings,47.603983,-122.329167,Monorail Espresso,47.60465108,-122.3310942,Coffee Shop,Food
Wings,47.603983,-122.329167,Diva Espresso,47.60284128,-122.3284698,Coffee Shop,Food
Wit and Wisdom,47.551267,-122.2779,Onda Origins,47.551861,-122.2779,Coffee Shop,Food
"Witness and Dilemma, Levels, Weights and Measures",47.603983,-122.329167,Monorail Espresso,47.60465108,-122.3310942,Coffee Shop,Food
"Witness and Dilemma, Levels, Weights and Measures",47.603983,-122.329167,Diva Espresso,47.60284128,-122.3284698,Coffee Shop,Food
Firefighter Silhouettes,47.6652,-122.316833,Laughs Comedy Club Seattle,47.66694033,-122.3172436,Comedy Club,Recreation
Hammering Man,47.607033,-122.33815,Benaroya Hall,47.60795747,-122.3364557,Concert Hall,Recreation
Hammering Man,47.607033,-122.33815,Seattle Symphony,47.60779116,-122.336911,Concert Hall,Recreation
Skytones,47.60885,-122.336367,Benaroya Hall,47.60795747,-122.3364557,Concert Hall,Recreation
Skytones,47.60885,-122.336367,Seattle Symphony,47.60779116,-122.336911,Concert Hall,Recreation
Untitled Mural,47.606167,-122.335017,Benaroya Hall,47.60795747,-122.3364557,Concert Hall,Recreation
Untitled Mural,47.606167,-122.335017,Seattle Symphony,47.60779116,-122.336911,Concert Hall,Recreation
Salmon Waves,47.66468,-122.3975,Innovative Plumging Solutions,47.6643722,-122.3991038,Construction & Landscaping,Service
Codes & Protocol,47.604317,-122.3296,Amazon Go,47.60598544,-122.3313995,Convenience Store,Retail
Codes & Protocol,47.60432,-122.3296,Amazon Go,47.60598544,-122.3313995,Convenience Store,Retail
Codes & Protocol,47.604567,-122.3292,Amazon Go,47.60598544,-122.3313995,Convenience Store,Retail
Codes & Protocol,47.60475,-122.329917,Amazon Go,47.60598544,-122.3313995,Convenience Store,Retail
Kuba Grille,47.607983,-122.302183,ampm,47.60778,-122.303211,Convenience Store,Retail
Listening,47.60445,-122.330217,Amazon Go,47.60598544,-122.3313995,Convenience Store,Retail
Looking at a Watershed:  Waterprints,47.5354,-122.361733,ampm,47.537184,-122.361571,Convenience Store,Retail
Looking at a Watershed: Dream Forest,47.535767,-122.361617,ampm,47.537184,-122.361571,Convenience Store,Retail
Looking at a Watershed: Sanctuary Grove,47.5354,-122.361733,ampm,47.537184,-122.361571,Convenience Store,Retail
Looking at a Watershed: Streambed Memories,47.5354,-122.361733,ampm,47.537184,-122.361571,Convenience Store,Retail
Mother Reading with Child,47.522567,-122.376467,Super Deli Mart,47.52122466,-122.3772506,Convenience Store,Retail
Mother Reading with Child,47.522567,-122.376467,7-Eleven,47.5206623,-122.3762248,Convenience Store,Retail
Oshun Throne,47.60775,-122.302383,ampm,47.60778,-122.303211,Convenience Store,Retail
Proverbs and Icons,47.6079,-122.302267,ampm,47.60778,-122.303211,Convenience Store,Retail
Shango Throne,47.607683,-122.30215,ampm,47.60778,-122.303211,Convenience Store,Retail
The Forest Is Waiting,47.552967,-122.363017,Super24,47.55255045,-122.3630394,Convenience Store,Retail
Transition,47.60475,-122.330333,Amazon Go,47.60598544,-122.3313995,Convenience Store,Retail
Untitled,47.621783,-122.332383,Amazon Go,47.62138761,-122.3351562,Convenience Store,Retail
Circulation,47.706033,-122.322717,MAC Cosmetics,47.70638881,-122.3259326,Cosmetics Shop,Retail
Longfellow Creek Legacy Trail Way Finding Signs,47.519767,-122.368483,Sally Beauty,47.52134986,-122.3668844,Cosmetics Shop,Retail
Mother Reading with Child,47.522567,-122.376467,Beauty Bar Spa,47.522735,-122.376957,Cosmetics Shop,Retail
DNA Wave Wall,47.631717,-122.37745,Champion Party Supply,47.63161235,-122.3752916,Costume Shop,Retail
Seattle Scatter Piece,47.632467,-122.37565,Champion Party Supply,47.63161235,-122.3752916,Costume Shop,Retail
Kuba Grille,47.607983,-122.302183,Air Light Time Space (ALTSpace),47.60811932,-122.3022711,Coworking Space,Service
Oshun Throne,47.60775,-122.302383,Air Light Time Space (ALTSpace),47.60811932,-122.3022711,Coworking Space,Service
Proverbs and Icons,47.6079,-122.302267,Air Light Time Space (ALTSpace),47.60811932,-122.3022711,Coworking Space,Service
Shango Throne,47.607683,-122.30215,Air Light Time Space (ALTSpace),47.60811932,-122.3022711,Coworking Space,Service
Playground,47.67675,-122.30495,Crepe Cafe & Wine Bar,47.67586316,-122.3042679,Creperie,Food
Playground Artwork,47.6767,-122.30495,Crepe Cafe & Wine Bar,47.67586316,-122.3042679,Creperie,Food
.01 - Weather Permitting   .02 - Flow,47.669833,-122.384583,Cupcake Royale and Verite Coffee,47.66882853,-122.3843779,Cupcake Shop,Food
Five Neons,47.661317,-122.338783,Trophy Cupcakes,47.6609778,-122.3357199,Cupcake Shop,Food
Mother Reading with Child,47.522567,-122.376467,Stuffed Cakes,47.52273742,-122.3769273,Cupcake Shop,Food
Neighbors,47.615117,-122.317017,Cupcake Royale and Vérité Coffee,47.61401317,-122.3176063,Cupcake Shop,Food
The Peaceable Kingdom,47.612783,-122.290217,Cupcake Royale and Verite Coffee,47.61171601,-122.2894934,Cupcake Shop,Food
Chinese Grand Pavilion,47.598667,-122.325583,Massive Monkees studios: The Beacon,47.59840637,-122.3243847,Dance Studio,Recreation
Circulation,47.706033,-122.322717,Westlake Dance Center,47.70750958,-122.3221863,Dance Studio,Recreation
"Heaven, Man, Earth",47.598983,-122.325183,Massive Monkees studios: The Beacon,47.59840637,-122.3243847,Dance Studio,Recreation
In Transition is Unity,47.705883,-122.322567,Westlake Dance Center,47.70750958,-122.3221863,Dance Studio,Recreation
Sand Dragon,47.596917,-122.323517,Massive Monkees studios: The Beacon,47.59840637,-122.3243847,Dance Studio,Recreation
Untitled,47.598767,-122.32525,Massive Monkees studios: The Beacon,47.59840637,-122.3243847,Dance Studio,Recreation
"Adjacent, Against, Upon",47.619367,-122.361883,Café Artemis,47.61973166,-122.3601206,Deli / Bodega,Food
Chief Seattle Fountain,47.602017,-122.33395,Delicatus,47.60157875,-122.3342527,Deli / Bodega,Food
Day/Night,47.601983,-122.33395,Delicatus,47.60157875,-122.3342527,Deli / Bodega,Food
Farmer's Pole,47.61,-122.343783,Michou,47.60984076,-122.3424053,Deli / Bodega,Food
Fortson Square  ,47.601117,-122.3317,Delicatus,47.60157875,-122.3342527,Deli / Bodega,Food
Mother Reading with Child,47.522567,-122.376467,JC's Deli,47.52273641,-122.3768998,Deli / Bodega,Food
Neighbors,47.615117,-122.317017,Dingfelder’s Deli,47.61533291,-122.3143658,Deli / Bodega,Food
Pergola,47.601883,-122.3341,Delicatus,47.60157875,-122.3342527,Deli / Bodega,Food
Seattle Totem Pole,47.6021,-122.334067,Delicatus,47.60157875,-122.3342527,Deli / Bodega,Food
Spur Line,47.6323,-122.340533,Metropolitan Deli + Cafe,47.631865,-122.341662,Deli / Bodega,Food
Untitled Fence,47.610117,-122.344117,Michou,47.60984076,-122.3424053,Deli / Bodega,Food
Untitled Totem Pole,47.61015,-122.34412,Michou,47.60984076,-122.3424053,Deli / Bodega,Food
Water Works,47.60232,-122.33243,Delicatus,47.60157875,-122.3342527,Deli / Bodega,Food
Wisteria Mural,47.6593,-122.319167,Trinity Market,47.65970845,-122.3177245,Deli / Bodega,Food
Step on no Pets,47.638167,-122.3766,HomeGoods,47.6398686,-122.3779183,Department Store,Retail
.01 - Weather Permitting   .02 - Flow,47.669833,-122.384583,Pie Bar,47.66872527,-122.3856557,Dessert Shop,Food
.01 - Weather Permitting   .02 - Flow,47.669833,-122.384583,Hot Cakes Molten Chocolate Cakery,47.66807423,-122.3856012,Dessert Shop,Food
Ballard Centennial Bell Tower,47.6675,-122.384883,Hot Cakes Molten Chocolate Cakery,47.66807423,-122.3856012,Dessert Shop,Food
Coelacanths,47.6677,-122.384633,Hot Cakes Molten Chocolate Cakery,47.66807423,-122.3856012,Dessert Shop,Food
Hammering Man,47.607033,-122.33815,Gelatiamo,47.60875386,-122.3369918,Dessert Shop,Food
Homage to Hokusai,47.6814,-122.32695,Jodee's Desserts,47.680969,-122.324744,Dessert Shop,Food
Signs of Life,47.6851,-122.337583,Mix Ice Cream Bar,47.6857,-122.337,Dessert Shop,Food
Skytones,47.60885,-122.336367,Gelatiamo,47.60875386,-122.3369918,Dessert Shop,Food
Untitled,47.668017,-122.385367,Hot Cakes Molten Chocolate Cakery,47.66807423,-122.3856012,Dessert Shop,Food
Untitled,47.668017,-122.385367,Pie Bar,47.66872527,-122.3856557,Dessert Shop,Food
Untitled,47.668517,-122.386067,Hot Cakes Molten Chocolate Cakery,47.66807423,-122.3856012,Dessert Shop,Food
Untitled,47.668517,-122.386067,Pie Bar,47.66872527,-122.3856557,Dessert Shop,Food
Vagor I And Vagor II,47.6678,-122.38475,Hot Cakes Molten Chocolate Cakery,47.66807423,-122.3856012,Dessert Shop,Food
Vagor I And Vagor II,47.6678,-122.38475,Pie Bar,47.66872527,-122.3856557,Dessert Shop,Food
Wellspring,47.59615,-122.322367,Bambu,47.59784831,-122.3235754,Dessert Shop,Food
Witness Trees - What The Trees Have Seen,47.668433,-122.385117,Hot Cakes Molten Chocolate Cakery,47.66807423,-122.3856012,Dessert Shop,Food
Witness Trees - What The Trees Have Seen,47.668433,-122.385117,Pie Bar,47.66872527,-122.3856557,Dessert Shop,Food
Chief Seattle,47.618417,-122.347417,The 5 Point Cafe,47.61813758,-122.3475566,Diner,Food
Sadako and the Thousand Paper Cranes,47.655583,-122.31865,Voula's Offshore Cafe,47.65470886,-122.321634,Diner,Food
Wall of Death,47.65515,-122.318383,Voula's Offshore Cafe,47.65470886,-122.321634,Diner,Food
Cloud Stones,47.705567,-122.336017,Mineral Springs Disc Golf Course,47.70512622,-122.3369681,Disc Golf,Recreation
Cloud Stones,47.705567,-122.336017,North Park Disc Golf Course,47.70516283,-122.3370035,Disc Golf,Recreation
Gravity Law,47.521383,-122.2705,Dollar Tree,47.52332,-122.26999,Discount Store,Retail
Memories,47.521483,-122.270533,Dollar Tree,47.52332,-122.26999,Discount Store,Retail
Pursuit of Knowledge,47.521533,-122.270217,Dollar Tree,47.52332,-122.26999,Discount Store,Retail
The Children,47.5216,-122.271267,Dollar Tree,47.52332,-122.26999,Discount Store,Retail
Looking at a Watershed: Dream Forest,47.535767,-122.361617,Tug Tavern,47.53794135,-122.3618856,Dive Bar,Retail
Wisteria Mural,47.6593,-122.319167,Blue Moon Tavern,47.66141396,-122.3200577,Dive Bar,Retail
Chief Seattle,47.618417,-122.347417,Belltown Spine & Wellness,47.6180499,-122.34678,Doctor's Office,Service
Untitled ,47.618733,-122.347917,Belltown Spine & Wellness,47.6180499,-122.34678,Doctor's Office,Service
Atala Kivliktwok Okitun Dukik (The Golden Money Moon),47.690783,-122.400833,Golden Gardens Off-Leash Dog Park,47.69102157,-122.4004517,Dog Run,Recreation
Junior League of Seattle Playground Compass Rose,47.681683,-122.25835,Magnuson Small Dog Area,47.68211167,-122.2568494,Dog Run,Recreation
Junior League of Seattle Playground Compass Rose,47.681683,-122.25835,Magnuson Dog Park Water Station,47.68307433,-122.2568215,Dog Run,Recreation
Straight Shot,47.683317,-122.254717,Magnuson Small Dog Area,47.68211167,-122.2568494,Dog Run,Recreation
Straight Shot,47.683317,-122.254717,Magnuson Dog Park Water Station,47.68307433,-122.2568215,Dog Run,Recreation
Stroke,47.671383,-122.342717,Woodland Park Off-Leash Area,47.67005218,-122.3446736,Dog Run,Recreation
112 Wristwatches,47.603983,-122.329167,Top Pot Doughnuts,47.60402275,-122.3324992,Donut Shop,Food
Bear (Totem),47.600733,-122.33325,General Porpoise Coffee & Doughnuts,47.59911272,-122.3343268,Donut Shop,Food
Codes & Protocol,47.604317,-122.3296,Top Pot Doughnuts,47.60402275,-122.3324992,Donut Shop,Food
Codes & Protocol,47.60432,-122.3296,Top Pot Doughnuts,47.60402275,-122.3324992,Donut Shop,Food
Codes & Protocol,47.60475,-122.329917,Top Pot Doughnuts,47.60402275,-122.3324992,Donut Shop,Food
Common Ground,47.603983,-122.329167,Top Pot Doughnuts,47.60402275,-122.3324992,Donut Shop,Food
Gravity Law,47.521383,-122.2705,King Donuts and Teriyaki and Laundromat,47.52042266,-122.269791,Donut Shop,Food
Hatch Covers,47.6039,-122.330833,Top Pot Doughnuts,47.60402275,-122.3324992,Donut Shop,Food
illumine,47.603867,-122.33055,Top Pot Doughnuts,47.60402275,-122.3324992,Donut Shop,Food
Ivar Feeding the Gulls,47.60385,-122.338767,Top Pot Doughnuts,47.60325,-122.33623,Donut Shop,Food
