Title,Art Latitude,Art Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Super Category
Circulation,47.706033,-122.322717,Sunglass Hut,47.705996,-122.32572,Accessories Store,Retail
In Transition is Unity,47.705883,-122.322567,Sunglass Hut,47.705996,-122.32572,Accessories Store,Retail
In Transition is Unity,47.705883,-122.322567,Claire's,47.705924,-122.325785,Accessories Store,Retail
In Transition is Unity,47.705883,-122.322567,Lids,47.705924,-122.325785,Accessories Store,Retail
Spur Line,47.6323,-122.340533,Duvall Massage and Acupuncture,47.631228,-122.3425929,Acupuncturist,Service
Activity in Growth,47.60665,-122.3327,The Capital Grille,47.6081148,-122.3350774,American Restaurant,Food
Astronomy by Day (and Other Oxymorons),47.6065,-122.333117,The Capital Grille,47.6081148,-122.3350774,American Restaurant,Food
"Babe, The Phoenix Fairy, and The Magic Grove",47.6065,-122.333117,The Capital Grille,47.6081148,-122.3350774,American Restaurant,Food
Braincast,47.6065,-122.333117,The Capital Grille,47.6081148,-122.3350774,American Restaurant,Food
Copper,47.5822,-122.3236,Derby,47.58271778,-122.3266191,American Restaurant,Food
Fountain of Wisdom,47.6065,-122.33312,The Capital Grille,47.6081148,-122.3350774,American Restaurant,Food
LEW Floor,47.6065,-122.333117,The Capital Grille,47.6081148,-122.3350774,American Restaurant,Food
Making Visible the Invisible,47.6065,-122.333117,The Capital Grille,47.6081148,-122.3350774,American Restaurant,Food
Playground,47.67675,-122.30495,Ravenna's Varsity Restaurant,47.67586032,-122.3027106,American Restaurant,Food
Playground Artwork,47.6767,-122.30495,Ravenna's Varsity Restaurant,47.67586032,-122.3027106,American Restaurant,Food
Sculptural Screen,47.606167,-122.333483,The Capital Grille,47.6081148,-122.3350774,American Restaurant,Food
Skylight Aperture Sundial,47.64045,-122.3024,Traveler Montlake,47.63983043,-122.3022315,American Restaurant,Food
Skytones,47.60885,-122.336367,The Capital Grille,47.6081148,-122.3350774,American Restaurant,Food
Untitled Mural,47.606167,-122.335017,The Capital Grille,47.6081148,-122.3350774,American Restaurant,Food
Waterfront Fountain,47.617983,-122.319467,Cure Seattle | Capitol Hill Bar & Charcuterie,47.61591759,-122.3201908,American Restaurant,Food
Junior League of Seattle Playground Compass Rose,47.681683,-122.25835,Magnuson Park Amphitheater,47.68281347,-122.258692,Amphitheater,Recreation
People Waiting for the Interurban,47.64945,-122.349483,Fremont Vintage Mall,47.65026561,-122.3500265,Antique Shop,Retail
Pergola At Waiting For The Interurban,47.64945,-122.34955,Fremont Vintage Mall,47.65026561,-122.3500265,Antique Shop,Retail
Reality Relics,47.650133,-122.348433,Fremont Vintage Mall,47.65026561,-122.3500265,Antique Shop,Retail
Water Weaving Light Cycle,47.650067,-122.348833,Fremont Vintage Mall,47.65026561,-122.3500265,Antique Shop,Retail
Black Lightning,47.620367,-122.3483,Chihuly Glasshouse,47.620825,-122.350023,Art Gallery,Retail
Duck Windvane,47.6673,-122.2813,Duck Windvane,47.666788,-122.280349,Art Gallery,Retail
Garthgoyles:  Designs for the Charlotte Martin Theatre,47.62085,-122.352117,Chihuly Glasshouse,47.620825,-122.350023,Art Gallery,Retail
Homage in Green,47.63205,-122.3157,Judge Thomas Burke,47.632111,-122.315713,Art Gallery,Retail
Meridian Archway,47.6649,-122.333683,Meridian Archway,47.66482719,-122.3337184,Art Gallery,Retail
Migrare,47.621767,-122.3515,Chihuly Glasshouse,47.620825,-122.350023,Art Gallery,Retail
Moses,47.6208,-122.348933,Chihuly Glasshouse,47.620825,-122.350023,Art Gallery,Retail
Neighbors,47.615117,-122.317017,Ghost Gallery,47.61382323,-122.3176038,Art Gallery,Retail
Neototems Children's Garden,47.620167,-122.3517,Chihuly Glasshouse,47.620825,-122.350023,Art Gallery,Retail
Olympic Iliad,47.6193,-122.3501,Chihuly Glasshouse,47.620825,-122.350023,Art Gallery,Retail
Paragon,47.558867,-122.3512,Story Viewers,47.5587,-122.350783,Art Gallery,Retail
Playform,47.632183,-122.313233,Judge Thomas Burke,47.632111,-122.315713,Art Gallery,Retail
Story of North Island (Totem Pole),47.646933,-122.301033,Story of North Island (Totem Pole),47.646933,-122.301033,Art Gallery,Retail
Story of North Island (Totem Pole),47.646933,-122.301033,Water Into Electricity (That Man May Use It Freely),47.645342,-122.301291,Art Gallery,Retail
Sundial,47.645267,-122.33635,Sundial,47.645267,-122.33635,Art Gallery,Retail
The Stairway In Fremont Project,47.655417,-122.350017,The Stairway In Fremont Project,47.65489672,-122.3499447,Art Gallery,Retail
Tree Bench,47.601517,-122.3071,Pratt Fine Arts Center,47.59973069,-122.3072094,Art Gallery,Retail
Twine and Branch,47.62135,-122.352067,Chihuly Glasshouse,47.620825,-122.350023,Art Gallery,Retail
Untitled Bird-Bath,47.6312,-122.316733,Judge Thomas Burke,47.632111,-122.315713,Art Gallery,Retail
Water Into Electricity (That Man May Use It Freely),47.645417,-122.30115,Story of North Island (Totem Pole),47.646933,-122.301033,Art Gallery,Retail
Water Into Electricity (That Man May Use It Freely),47.645417,-122.30115,Water Into Electricity (That Man May Use It Freely),47.645342,-122.301291,Art Gallery,Retail
William H. Seward,47.6319,-122.315717,Judge Thomas Burke,47.632111,-122.315713,Art Gallery,Retail
Biography of a Branch,47.6212,-122.351733,Chihuly Garden and Glass,47.62053407,-122.3502769,Art Museum,Recreation
Black Lightning,47.620367,-122.3483,Chihuly Garden and Glass,47.62053407,-122.3502769,Art Museum,Recreation
Black Sun,47.629917,-122.315167,Seattle Asian Art Museum,47.63016052,-122.3145644,Art Museum,Recreation
Circus Ring Plaza,47.621,-122.350883,Chihuly Garden and Glass,47.62053407,-122.3502769,Art Museum,Recreation
Garthgoyles:  Designs for the Charlotte Martin Theatre,47.62085,-122.352117,Chihuly Garden and Glass,47.62053407,-122.3502769,Art Museum,Recreation
Hammering Man,47.607033,-122.33815,Seattle Art Museum,47.60705223,-122.3378192,Art Museum,Recreation
Homage in Green,47.63205,-122.3157,Seattle Asian Art Museum,47.63016052,-122.3145644,Art Museum,Recreation
Human Forms in Balance,47.622083,-122.350867,Chihuly Garden and Glass,47.62053407,-122.3502769,Art Museum,Recreation
Judge Thomas Burke,47.629283,-122.31525,Seattle Asian Art Museum,47.63016052,-122.3145644,Art Museum,Recreation
Migrare,47.621767,-122.3515,Chihuly Garden and Glass,47.62053407,-122.3502769,Art Museum,Recreation
Moon Gates,47.620033,-122.348917,Chihuly Garden and Glass,47.62053407,-122.3502769,Art Museum,Recreation
Moses,47.6208,-122.348933,Chihuly Garden and Glass,47.62053407,-122.3502769,Art Museum,Recreation
Neototems Children's Garden,47.620167,-122.3517,Chihuly Garden and Glass,47.62053407,-122.3502769,Art Museum,Recreation
Olympic Iliad,47.6193,-122.3501,Chihuly Garden and Glass,47.62053407,-122.3502769,Art Museum,Recreation
Playform,47.632183,-122.313233,Seattle Asian Art Museum,47.63016052,-122.3145644,Art Museum,Recreation
Seattle Center Totem,47.620767,-122.351333,Chihuly Garden and Glass,47.62053407,-122.3502769,Art Museum,Recreation
Seattle Garden,47.607433,-122.339867,Seattle Art Museum,47.60705223,-122.3378192,Art Museum,Recreation
Skytones,47.60885,-122.336367,Seattle Art Museum,47.60705223,-122.3378192,Art Museum,Recreation
Twine and Branch,47.62135,-122.352067,Chihuly Garden and Glass,47.62053407,-122.3502769,Art Museum,Recreation
Untitled Bird-Bath,47.6312,-122.316733,Seattle Asian Art Museum,47.63016052,-122.3145644,Art Museum,Recreation
Untitled Mural,47.606167,-122.335017,Seattle Art Museum,47.60705223,-122.3378192,Art Museum,Recreation
William H. Seward,47.6319,-122.315717,Seattle Asian Art Museum,47.63016052,-122.3145644,Art Museum,Recreation
Migrare,47.621767,-122.3515,Glass Gallery,47.62042692,-122.3501241,Arts & Crafts Store,Retail
Neototems Children's Garden,47.620167,-122.3517,Glass Gallery,47.62042692,-122.3501241,Arts & Crafts Store,Retail
Olympic Iliad,47.6193,-122.3501,Glass Gallery,47.62042692,-122.3501241,Arts & Crafts Store,Retail
Twine and Branch,47.62135,-122.352067,Glass Gallery,47.62042692,-122.3501241,Arts & Crafts Store,Retail
Untitled Stone Garden Lantern,47.54958,-122.25732,Seward Park Clay Studio,47.549638,-122.256291,Arts & Crafts Store,Retail
Wisteria Mural,47.6593,-122.319167,Artist & Craftsman Supply,47.66083216,-122.319678,Arts & Crafts Store,Retail
Firefighter Silhouettes,47.6652,-122.316833,Itadakimasu,47.66434356,-122.3142907,Asian Restaurant,Food
Whirl Piece:  Current Events,47.601517,-122.32055,Northshore Hawaiian BBQ,47.60149573,-122.317413,Asian Restaurant,Food
Wit and Wisdom,47.551267,-122.2779,City Teriyaki,47.553251,-122.278975,Asian Restaurant,Food
Atala Kivliktwok Okitun Dukik (The Golden Money Moon),47.690783,-122.400833,Ballard Food Bank Turkey Trot,47.69014444,-122.3981582,Athletics & Sports,Recreation
Aureole,47.7243,-122.348633,Bitter Lake Playfield,47.72415014,-122.3491286,Athletics & Sports,Recreation
House Finial,47.6216,-122.30705,Miller Playfield,47.62106219,-122.306478,Athletics & Sports,Recreation
Lantern Gateway,47.621533,-122.307233,Miller Playfield,47.62106219,-122.306478,Athletics & Sports,Recreation
Sasquatch Pushing over A House,47.664333,-122.3197,Woodland Park- CYO Cross Country,47.66424003,-122.3210005,Athletics & Sports,Recreation
Skyline Canopies,47.6216,-122.30705,Miller Playfield,47.62106219,-122.306478,Athletics & Sports,Recreation
Swimming Fish,47.724233,-122.348633,Bitter Lake Playfield,47.72415014,-122.3491286,Athletics & Sports,Recreation
Untitled Star Map Floor Inlay,47.724083,-122.348533,Bitter Lake Playfield,47.72415014,-122.3491286,Athletics & Sports,Recreation
Water Borne,47.724167,-122.348633,Bitter Lake Playfield,47.72415014,-122.3491286,Athletics & Sports,Recreation
Whirr,47.724417,-122.348483,Bitter Lake Playfield,47.72415014,-122.3491286,Athletics & Sports,Recreation
Firefighter Silhouettes,47.6652,-122.316833,University Volkswagen,47.66441704,-122.3171409,Auto Dealership,Retail
Sasquatch Pushing over A House,47.664333,-122.3197,University Volkswagen,47.66441704,-122.3171409,Auto Dealership,Retail
Reflective Refuge at Meadowbrook Pond,47.705633,-122.288883,Seattle 5 Stars Garage Doors,47.703628,-122.289929,Auto Garage,Service
Copper,47.5822,-122.3236,The Shop,47.58272215,-122.3265437,Auto Workshop,Service
American Doughboy Bringing Home Victory,47.70965,-122.343033,Walt's Auto Care Center Aurora Ave,47.707775,-122.344856,Automotive Shop,Retail
.01 - Beacon Hill Discovery; .02 - Ravens Bill Downspouts,47.577833,-122.311267,Despi Delite Bakery,47.57934704,-122.3136016,Bakery,Food
A Place Called Home,47.560033,-122.2869,Columbia City Bakery,47.5582613,-122.2853567,Bakery,Food
Beckoning Cistern,47.61485,-122.350133,Macrina Bakery,47.61440634,-122.3481554,Bakery,Food
Chief Seattle,47.618417,-122.347417,La Parisienne,47.61691057,-122.3465426,Bakery,Food
Chinese Grand Pavilion,47.598667,-122.325583,Fuji Bakery,47.59835649,-122.3264188,Bakery,Food
Farmer's Pole,47.61,-122.343783,Piroshky Piroshky,47.6098635,-122.3424403,Bakery,Food
"Heaven, Man, Earth",47.598983,-122.325183,Fuji Bakery,47.59835649,-122.3264188,Bakery,Food
Into the Green Wood,47.687517,-122.3553,Coyle's Bakeshop,47.68923622,-122.3551701,Bakery,Food
Kuba Grille,47.607983,-122.302183,Central Cafe And Juice Bar,47.607867,-122.299482,Bakery,Food
Mcgilvra's Farm,47.635467,-122.277917,Madison Park Bakery,47.63600692,-122.2778861,Bakery,Food
Playground,47.67675,-122.30495,Sodhouse Bakery,47.67585355,-122.3043843,Bakery,Food
Playground Artwork,47.6767,-122.30495,Sodhouse Bakery,47.67585355,-122.3043843,Bakery,Food
Shango Throne,47.607683,-122.30215,Central Cafe And Juice Bar,47.607867,-122.299482,Bakery,Food
Spirit of Washington,47.560033,-122.2873,Columbia City Bakery,47.5582613,-122.2853567,Bakery,Food
Untitled,47.598767,-122.32525,Fuji Bakery,47.59835649,-122.3264188,Bakery,Food
Untitled ,47.618733,-122.347917,La Parisienne,47.61691057,-122.3465426,Bakery,Food
Untitled (Kiosk),47.615617,-122.344583,La Parisienne,47.61691057,-122.3465426,Bakery,Food
Untitled Fence,47.610117,-122.344117,Piroshky Piroshky,47.6098635,-122.3424403,Bakery,Food
Untitled Totem Pole,47.61015,-122.34412,Piroshky Piroshky,47.6098635,-122.3424403,Bakery,Food
"Wave, Rave, Cave",47.613033,-122.347533,Macrina Bakery,47.61440634,-122.3481554,Bakery,Food
Longfellow Creek Legacy Trail Way Finding Signs,47.519767,-122.368483,Chase Bank,47.521433,-122.369273,Bank,Service
Periscope Tree,47.569783,-122.2863,Chase Bank,47.56907546,-122.287893,Bank,Service
Ballard Gateway,47.664986,-122.376136,Mike's Chili Parlor,47.66282225,-122.375801,Bar,Retail
Beckoning Cistern,47.61485,-122.350133,Some Random Bar,47.61563929,-122.3500258,Bar,Retail
Beckoning Cistern,47.61485,-122.350133,Cyclops,47.61467027,-122.3487318,Bar,Retail
"Collections  Objects, Experiences, Memories",47.719547,-122.297861,The Back Door Pub,47.71837199,-122.2956034,Bar,Retail
Dr. Mark A. Matthews,47.618667,-122.341233,Gold Bar,47.62055893,-122.3398916,Bar,Retail
Into the Green Wood,47.687517,-122.3553,The Yard Cafe,47.68955028,-122.3554924,Bar,Retail
Kuba Grille,47.607983,-122.302183,Twilight Exit,47.6081748,-122.2994538,Bar,Retail
Lake City Gateway,47.71912,-122.29557,The Back Door Pub,47.71837199,-122.2956034,Bar,Retail
Mcgilvra's Farm,47.635467,-122.277917,The Attic Alehouse & Eatery,47.63629711,-122.277584,Bar,Retail
Oshun Throne,47.60775,-122.302383,Twilight Exit,47.6081748,-122.2994538,Bar,Retail
People Waiting for the Interurban,47.64945,-122.349483,Schilling Cider House,47.64955773,-122.3492322,Bar,Retail
Pergola At Waiting For The Interurban,47.64945,-122.34955,Schilling Cider House,47.64955773,-122.3492322,Bar,Retail
Proverbs and Icons,47.6079,-122.302267,Twilight Exit,47.6081748,-122.2994538,Bar,Retail
Reality Relics,47.650133,-122.348433,Schilling Cider House,47.64955773,-122.3492322,Bar,Retail
Shango Throne,47.607683,-122.30215,Twilight Exit,47.6081748,-122.2994538,Bar,Retail
Untitled,47.621783,-122.332383,Bar Harbor,47.62227574,-122.3343026,Bar,Retail
Untitled,47.719561,-122.297836,The Back Door Pub,47.71837199,-122.2956034,Bar,Retail
Water Weaving Light Cycle,47.650067,-122.348833,Schilling Cider House,47.64955773,-122.3492322,Bar,Retail
JUMs,47.527683,-122.368817,Denny Field,47.52726746,-122.3675766,Baseball Field,Recreation
Kuba Grille,47.607983,-122.302183,Garfield Ball Field,47.60682769,-122.3008867,Baseball Field,Recreation
Oshun Throne,47.60775,-122.302383,Garfield Ball Field,47.60682769,-122.3008867,Baseball Field,Recreation
Proverbs and Icons,47.6079,-122.302267,Garfield Ball Field,47.60682769,-122.3008867,Baseball Field,Recreation
Untitled,47.645333,-122.4016,West Magnolia Playfield,47.64533424,-122.4006565,Baseball Field,Recreation
Untitled,47.6452,-122.4014,West Magnolia Playfield,47.64533424,-122.4006565,Baseball Field,Recreation
Bottle Cap Children,47.561533,-122.284717,Rainier Community Center Basketball Courts,47.56207366,-122.2849982,Basketball Court,Recreation
Clock Tower,47.561533,-122.284717,Rainier Community Center Basketball Courts,47.56207366,-122.2849982,Basketball Court,Recreation
Earth Story,47.5616,-122.284633,Rainier Community Center Basketball Courts,47.56207366,-122.2849982,Basketball Court,Recreation
Step on no Pets,47.638167,-122.3766,Emerald City Basketball Academy,47.63876548,-122.3769425,Basketball Court,Recreation
Sundial,47.645267,-122.33635,Puget Sound,47.64503,-122.33889,Bay,Recreation
Hatch Covers,47.6039,-122.330833,Hole in the Wall Barbecue,47.60252462,-122.3320093,BBQ Joint,Food
illumine,47.603867,-122.33055,Hole in the Wall Barbecue,47.60252462,-122.3320093,BBQ Joint,Food
Tree Bench,47.601517,-122.3071,R&L Home of Good Bar-B-Q,47.601857,-122.308235,BBQ Joint,Food
Atala Kivliktwok Okitun Dukik (The Golden Money Moon),47.690783,-122.400833,Golden Gardens Park,47.69058265,-122.4032958,Beach,Recreation
Atala Kivliktwok Okitun Dukik (The Golden Money Moon),47.690783,-122.400833,Golden Gardens Park Waterfront,47.69158695,-122.4038082,Beach,Recreation
Bronze Plaques and Medallion,47.579817,-122.40975,Alki Beach Park,47.57986887,-122.4090422,Beach,Recreation
Garden Path,47.581717,-122.288167,Mount Baker Beach,47.58324126,-122.2872759,Beach,Recreation
Japanese Lantern,47.5825,-122.28795,Mount Baker Beach,47.58324126,-122.2872759,Beach,Recreation
Little Liberty,47.579383,-122.410633,Alki Beach Park,47.57986887,-122.4090422,Beach,Recreation
Mcgilvra's Farm,47.635467,-122.277917,Madison Park Beach,47.63585368,-122.2767645,Beach,Recreation
Sundial,47.645267,-122.33635,Gasworks Park Beach,47.64446649,-122.3344242,Beach,Recreation
The Fin Project:  From Swords into Plowshares,47.68085,-122.247333,Warren G. Magnuson Beach,47.68040943,-122.2469816,Beach,Recreation
Whale's Tail,47.579383,-122.40715,Alki Beach Park,47.57986887,-122.4090422,Beach,Recreation
Judge Thomas Burke,47.629283,-122.31525,Shafer Baillie Mansion Bed & Breakfast,47.627091,-122.314932,Bed & Breakfast,Hospitality
Tulip Tree Mosaic,47.6268,-122.311383,Mozart Guest House Bed and Breakfast,47.628094,-122.312897,Bed & Breakfast,Hospitality
Tulip Tree Mosaic,47.6268,-122.311383,The Mansion,47.627119,-122.314234,Bed & Breakfast,Hospitality
Waterfront Fountain,47.617983,-122.319467,11th Avenue Inn Bed and Breakfast,47.61951038,-122.31859,Bed & Breakfast,Hospitality
Chief Seattle,47.618417,-122.347417,TeKu Tavern,47.6185858,-122.3460108,Beer Bar,Retail
"Collections  Objects, Experiences, Memories",47.719547,-122.297861,Brother Barrel,47.7202893,-122.294972,Beer Bar,Retail
Equality,47.59405,-122.314117,West Wall,47.59353651,-122.3109854,Beer Bar,Retail
Lake City Gateway,47.71912,-122.29557,Brother Barrel,47.7202893,-122.294972,Beer Bar,Retail
Untitled,47.719561,-122.297836,Brother Barrel,47.7202893,-122.294972,Beer Bar,Retail
Untitled ,47.618733,-122.347917,TeKu Tavern,47.6185858,-122.3460108,Beer Bar,Retail
Five Neons,47.661317,-122.338783,Bottleworks,47.66150244,-122.3370608,Beer Store,Retail
Skylight Aperture Sundial,47.64045,-122.3024,Montlake Bicycle Shop,47.63938,-122.30234,Bike Shop,Retail
Step on no Pets,47.638167,-122.3766,Alpine Hut,47.63925968,-122.3764773,Bike Shop,Retail
Salmon Waves,47.66468,-122.3975,Lake Washington Ship Canal,47.66480758,-122.3976921,Boat or Ferry,Recreation
Story of North Island (Totem Pole),47.646933,-122.301033,Husky Watergate,47.64765967,-122.2995178,Boat or Ferry,Recreation
Chinese Grand Pavilion,47.598667,-122.325583,Kinokuniya Book Store,47.59730729,-122.3267728,Bookstore,Retail
"Heaven, Man, Earth",47.598983,-122.325183,Kinokuniya Book Store,47.59730729,-122.3267728,Bookstore,Retail
Neighbors,47.615117,-122.317017,Elliott Bay Book Company,47.61468909,-122.3198854,Bookstore,Retail
Playground,47.67675,-122.30495,Third Place Books,47.67599098,-122.3064519,Bookstore,Retail
Playground Artwork,47.6767,-122.30495,Third Place Books,47.67599098,-122.3064519,Bookstore,Retail
Sand Dragon,47.596917,-122.323517,Kinokuniya Book Store,47.59730729,-122.3267728,Bookstore,Retail
Untitled,47.598767,-122.32525,Kinokuniya Book Store,47.59730729,-122.3267728,Bookstore,Retail
Gates,47.6402,-122.294433,Washington Park Arboretum,47.6397402,-122.2947211,Botanical Garden,Recreation
Salmon Waves,47.66468,-122.3975,Carl S. English Jr. Botanical Garden,47.66656051,-122.396746,Botanical Garden,Recreation
Chinese Grand Pavilion,47.598667,-122.325583,Momo,47.59923477,-122.3262729,Boutique,Retail
Circulation,47.706033,-122.322717,Fuego,47.70598305,-122.3259697,Boutique,Retail
"Heaven, Man, Earth",47.598983,-122.325183,Momo,47.59923477,-122.3262729,Boutique,Retail
Untitled,47.598767,-122.32525,Momo,47.59923477,-122.3262729,Boutique,Retail
112 Wristwatches,47.603983,-122.329167,Biscuit B*tch,47.603237,-122.33201,Breakfast Spot,Food
Bear (Totem),47.600733,-122.33325,Planet Java,47.60093128,-122.3352922,Breakfast Spot,Food
Chief Seattle,47.618417,-122.347417,Tilikum Place Café,47.61802974,-122.3476894,Breakfast Spot,Food
Chief Seattle Fountain,47.602017,-122.33395,Biscuit B*tch,47.603237,-122.33201,Breakfast Spot,Food
Chief Seattle Fountain,47.602017,-122.33395,Planet Java,47.60093128,-122.3352922,Breakfast Spot,Food
Codes & Protocol,47.604317,-122.3296,Biscuit B*tch,47.603237,-122.33201,Breakfast Spot,Food
Codes & Protocol,47.60432,-122.3296,Biscuit B*tch,47.603237,-122.33201,Breakfast Spot,Food
Codes & Protocol,47.60475,-122.329917,Biscuit B*tch,47.603237,-122.33201,Breakfast Spot,Food
Common Ground,47.603983,-122.329167,Biscuit B*tch,47.603237,-122.33201,Breakfast Spot,Food
Day/Night,47.601983,-122.33395,Biscuit B*tch,47.603237,-122.33201,Breakfast Spot,Food
Day/Night,47.601983,-122.33395,Planet Java,47.60093128,-122.3352922,Breakfast Spot,Food
Forms of Power,47.661483,-122.364633,The Dish Cafe,47.66027961,-122.3658982,Breakfast Spot,Food
Governor John Harte Mcgraw,47.613033,-122.337583,Lola,47.61324705,-122.339874,Breakfast Spot,Food
Hatch Covers,47.6039,-122.330833,Biscuit B*tch,47.603237,-122.33201,Breakfast Spot,Food
illumine,47.603867,-122.33055,Biscuit B*tch,47.603237,-122.33201,Breakfast Spot,Food
Justice is Served: Celebrating the People Who Work For a Change,47.603983,-122.329167,Biscuit B*tch,47.603237,-122.33201,Breakfast Spot,Food
Killer Whale (Totem),47.600533,-122.333117,Planet Java,47.60093128,-122.3352922,Breakfast Spot,Food
Listening,47.60445,-122.330217,Biscuit B*tch,47.603237,-122.33201,Breakfast Spot,Food
Ornamental Iron in Leather/Contradictory Vibrations?,47.603983,-122.329167,Biscuit B*tch,47.603237,-122.33201,Breakfast Spot,Food
Pergola,47.601883,-122.3341,Biscuit B*tch,47.603237,-122.33201,Breakfast Spot,Food
Pergola,47.601883,-122.3341,Planet Java,47.60093128,-122.3352922,Breakfast Spot,Food
Points of View,47.603983,-122.329167,Biscuit B*tch,47.603237,-122.33201,Breakfast Spot,Food
Points of View,47.603983,-122.329167,Biscuit B*tch,47.603237,-122.33201,Breakfast Spot,Food
Prefontaine Fountain,47.601783,-122.3308,Biscuit B*tch,47.603237,-122.33201,Breakfast Spot,Food
Sadako and the Thousand Paper Cranes,47.655583,-122.31865,Portage Bay Cafe,47.65756951,-122.3177565,Breakfast Spot,Food
Seattle Totem Pole,47.6021,-122.334067,Biscuit B*tch,47.603237,-122.33201,Breakfast Spot,Food
Seattle Totem Pole,47.6021,-122.334067,Planet Java,47.60093128,-122.3352922,Breakfast Spot,Food
Sun and Raven (Totem),47.600517,-122.333133,Planet Java,47.60093128,-122.3352922,Breakfast Spot,Food
Transition,47.60475,-122.330333,Biscuit B*tch,47.603237,-122.33201,Breakfast Spot,Food
Tsonqua (Totem),47.600617,-122.333383,Planet Java,47.60093128,-122.3352922,Breakfast Spot,Food
Untitled ,47.618733,-122.347917,Tilikum Place Café,47.61802974,-122.3476894,Breakfast Spot,Food
Water Works,47.60232,-122.33243,Biscuit B*tch,47.603237,-122.33201,Breakfast Spot,Food
Wings,47.603983,-122.329167,Biscuit B*tch,47.603237,-122.33201,Breakfast Spot,Food
Wisteria Mural,47.6593,-122.319167,Portage Bay Cafe,47.65756951,-122.3177565,Breakfast Spot,Food
"Witness and Dilemma, Levels, Weights and Measures",47.603983,-122.329167,Biscuit B*tch,47.603237,-122.33201,Breakfast Spot,Food
.01 - Beacon Hill Discovery; .02 - Ravens Bill Downspouts,47.577833,-122.311267,Perihelion Brewery,47.57848696,-122.311889,Brewery,Retail
Angie's Umbrella,47.611333,-122.345417,Cloudburst Brewing,47.61156494,-122.3452119,Brewery,Retail
Ballard Gateway,47.664986,-122.376136,Peddler Brewing Company,47.66375715,-122.3770575,Brewery,Retail
Ballard Gateway,47.664986,-122.376136,Reuben's Brews,47.665398,-122.37327,Brewery,Retail
Ballard Gateway,47.664986,-122.376136,Lagunitas Seattle Taproom & Beer Sanctuary,47.664548,-122.378057,Brewery,Retail
Ballard Sculpture Garden,47.66285,-122.3645,The Brewtap at Reuben’s Brews,47.662412,-122.366641,Brewery,Retail
Common Ground,47.518917,-122.284567,Pinkerton Brew House,47.519898,-122.285669,Brewery,Retail
DNA Wave Wall,47.631717,-122.37745,Holy Mountain Brewing Company,47.63079466,-122.3745973,Brewery,Retail
Farmer's Pole,47.61,-122.343783,Cloudburst Brewing,47.61156494,-122.3452119,Brewery,Retail
Forms of Power,47.661483,-122.364633,Bad Jimmy's Brewing Co.,47.66007795,-122.3655533,Brewery,Retail
Forms of Power,47.661483,-122.364633,The Brewtap at Reuben’s Brews,47.662412,-122.366641,Brewery,Retail
Ross Creek,47.652517,-122.3594,Fremont Mischief Distillery,47.65149326,-122.3564738,Brewery,Retail
Seattle Scatter Piece,47.632467,-122.37565,Holy Mountain Brewing Company,47.63079466,-122.3745973,Brewery,Retail
The Unified Playing Field Theory,47.528167,-122.32305,Burdick Brewery,47.530318,-122.323261,Brewery,Retail
Untitled Fence,47.610117,-122.344117,Cloudburst Brewing,47.61156494,-122.3452119,Brewery,Retail
Untitled Totem Pole,47.61015,-122.34412,Cloudburst Brewing,47.61156494,-122.3452119,Brewery,Retail
Whale's Tail,47.579383,-122.40715,West Seattle Brewing Co.,47.58040898,-122.4068883,Brewery,Retail
Wisteria Mural,47.6593,-122.319167,Floating Bridge Brewing,47.6614564,-122.3198023,Brewery,Retail
Activity in Growth,47.60665,-122.3327,Luly Yang Couture,47.60804147,-122.3343719,Bridal Shop,Retail
Astronomy by Day (and Other Oxymorons),47.6065,-122.333117,Luly Yang Couture,47.60804147,-122.3343719,Bridal Shop,Retail
"Babe, The Phoenix Fairy, and The Magic Grove",47.6065,-122.333117,Luly Yang Couture,47.60804147,-122.3343719,Bridal Shop,Retail
Braincast,47.6065,-122.333117,Luly Yang Couture,47.60804147,-122.3343719,Bridal Shop,Retail
Fountain of Wisdom,47.6065,-122.33312,Luly Yang Couture,47.60804147,-122.3343719,Bridal Shop,Retail
LEW Floor,47.6065,-122.333117,Luly Yang Couture,47.60804147,-122.3343719,Bridal Shop,Retail
Making Visible the Invisible,47.6065,-122.333117,Luly Yang Couture,47.60804147,-122.3343719,Bridal Shop,Retail
Naramore Fountain,47.608331,-122.3317,Luly Yang Couture,47.60804147,-122.3343719,Bridal Shop,Retail
Sculptural Screen,47.606167,-122.333483,Luly Yang Couture,47.60804147,-122.3343719,Bridal Shop,Retail
Skytones,47.60885,-122.336367,Luly Yang Couture,47.60804147,-122.3343719,Bridal Shop,Retail
Untitled Mural,47.606167,-122.335017,Luly Yang Couture,47.60804147,-122.3343719,Bridal Shop,Retail
Sand Dragon,47.596917,-122.323517,Young Tea,47.59736621,-122.3259616,Bubble Tea Shop,Food
Sasquatch Pushing over A House,47.664333,-122.3197,Timeless Tea,47.665096,-122.317227,Bubble Tea Shop,Food
Waterfront Fountain,47.617983,-122.319467,atulea,47.616909,-122.317307,Bubble Tea Shop,Food
Alki / Duwamish Culture Trail,47.58215,-122.403517,Blue Moon Burgers Alki,47.580863,-122.405512,Burger Joint,Food
Bronze Imbeds,47.58215,-122.403517,Blue Moon Burgers Alki,47.580863,-122.405512,Burger Joint,Food
